category_id,entity_id,position,product_id
411,529,0,212
487,530,0,212
385,531,0,213
403,532,0,213
460,533,0,213
385,534,0,214
489,535,0,214
385,536,0,215
403,537,0,215
460,538,0,215
385,539,0,216
489,540,0,216
385,541,0,217
403,542,0,217
460,543,0,217
385,544,0,218
489,545,0,218
382,546,0,219
385,547,0,220
403,548,0,220
460,549,0,220
382,550,0,221
382,551,0,222
382,552,0,223
381,553,0,224
414,554,0,224
488,555,0,224
384,556,0,225
398,557,0,225
449,558,0,225
384,559,0,226
398,560,0,226
449,561,0,226
383,562,0,227
396,563,0,227
383,564,0,228
396,565,0,228
384,566,0,229
401,567,0,229
456,568,0,229
383,569,0,230
396,570,0,230
384,571,0,231
401,572,0,231
456,573,0,231
384,574,0,232
401,575,0,232
456,576,0,232
384,577,0,233
401,578,0,233
456,579,0,233
382,580,0,234
392,581,0,234
437,582,0,234
382,583,0,235
392,584,0,235
437,585,0,235
382,586,0,236
392,587,0,236
437,588,0,236
382,589,0,237
392,590,0,237
437,591,0,237
382,592,0,238
392,593,0,238
437,594,0,238
384,595,0,239
401,596,0,239
456,597,0,239
385,598,0,240
405,599,0,240
464,600,0,240
385,601,0,241
405,602,0,241
464,603,0,241
385,604,0,242
405,605,0,242
464,606,0,242
382,607,0,243
392,608,0,243
436,609,0,243
382,610,0,244
392,611,0,244
436,612,0,244
381,613,0,245
414,614,0,245
488,615,0,245
381,616,0,246
414,617,0,246
488,618,0,246
381,619,0,247
414,620,0,247
488,621,0,247
381,622,0,248
414,623,0,248
488,624,0,248
381,625,0,249
414,626,0,249
488,627,0,249
381,628,0,250
414,629,0,250
488,630,0,250
381,631,0,251
414,632,0,251
488,633,0,251
381,634,0,252
414,635,0,252
488,636,0,252
381,637,0,253
414,638,0,253
488,639,0,253
381,640,0,254
414,641,0,254
488,642,0,254
382,643,0,255
392,644,0,255
436,645,0,255
384,646,0,256
398,647,0,256
449,648,0,256
384,649,0,257
398,650,0,257
449,651,0,257
384,652,0,258
398,653,0,258
449,654,0,258
384,655,0,259
398,656,0,259
449,657,0,259
384,658,0,260
398,659,0,260
449,660,0,260
384,661,0,261
398,662,0,261
449,663,0,261
384,664,0,262
398,665,0,262
449,666,0,262
381,667,0,263
410,668,0,263
503,669,0,263
381,670,0,264
410,671,0,264
503,672,0,264
381,673,0,265
410,674,0,265
503,675,0,265
381,676,0,266
410,677,0,266
503,678,0,266
384,679,0,267
536,680,0,267
384,681,0,268
384,682,0,269
535,683,0,269
384,684,0,270
574,685,0,270
381,686,0,271
411,687,0,271
485,688,0,271
381,689,0,272
411,690,0,272
485,691,0,272
384,692,0,273
401,693,0,273
457,694,0,273
384,695,0,274
401,696,0,274
457,697,0,274
384,698,0,275
401,699,0,275
457,700,0,275
401,701,0,276
457,702,0,276
401,703,0,277
457,704,0,277
401,705,0,278
457,706,0,278
382,707,0,279
391,708,0,279
433,709,0,279
382,710,0,280
391,711,0,280
433,712,0,280
381,713,0,281
411,714,0,281
485,715,0,281
381,716,0,282
411,717,0,282
485,718,0,282
381,719,0,283
411,720,0,283
485,721,0,283
382,722,0,284
391,723,0,284
433,724,0,284
382,725,0,285
391,726,0,285
433,727,0,285
402,728,0,286
382,729,0,287
391,730,0,287
433,731,0,287
382,732,0,288
391,733,0,288
433,734,0,288
382,735,0,289
391,736,0,289
433,737,0,289
381,738,0,290
411,739,0,290
485,740,0,290
381,741,0,291
411,742,0,291
485,743,0,291
381,744,0,292
411,745,0,292
485,746,0,292
382,747,0,293
391,748,0,293
433,749,0,293
382,750,0,294
391,751,0,294
433,752,0,294
381,753,0,295
412,754,0,295
467,755,0,295
381,756,0,296
411,757,0,296
485,758,0,296
381,759,0,297
411,760,0,297
485,761,0,297
381,762,0,298
411,763,0,298
485,764,0,298
391,765,0,299
433,766,0,299
382,767,0,300
391,768,0,300
433,769,0,300
382,770,0,301
391,771,0,301
433,772,0,301
385,773,0,302
403,774,0,302
459,775,0,302
381,776,0,303
411,777,0,303
485,778,0,303
381,779,0,304
411,780,0,304
485,781,0,304
381,782,0,305
411,783,0,305
485,784,0,305
382,785,0,306
391,786,0,306
433,787,0,306
385,788,0,307
403,789,0,307
459,790,0,307
382,791,0,308
391,792,0,308
433,793,0,308
381,794,0,309
411,795,0,309
485,796,0,309
385,797,0,310
406,798,0,310
465,799,0,310
381,800,0,311
411,801,0,311
486,802,0,311
381,803,0,312
411,804,0,312
486,805,0,312
381,806,0,313
411,807,0,313
486,808,0,313
381,809,0,314
411,810,0,314
486,811,0,314
381,812,0,315
411,813,0,315
486,814,0,315
381,815,0,316
411,816,0,316
486,817,0,316
382,818,0,317
391,819,0,317
433,820,0,317
382,821,0,318
391,822,0,318
433,823,0,318
382,824,0,319
391,825,0,319
433,826,0,319
381,827,0,320
413,828,0,320
515,829,0,320
382,830,0,321
391,831,0,321
434,832,0,321
382,833,0,322
391,834,0,322
434,835,0,322
381,836,0,323
412,837,0,323
382,838,0,324
391,839,0,324
434,840,0,324
384,841,0,325
398,842,0,325
384,843,0,326
401,844,0,326
382,845,0,327
392,846,0,327
436,847,0,327
382,848,0,328
392,849,0,328
436,850,0,328
382,851,0,329
392,852,0,329
436,853,0,329
382,854,0,330
392,855,0,330
436,856,0,330
383,857,0,331
396,858,0,331
383,859,0,332
396,860,0,332
383,861,0,333
396,862,0,333
381,863,0,334
411,864,0,334
385,865,0,335
403,866,0,335
459,867,0,335
385,868,0,336
403,869,0,336
459,870,0,336
385,871,0,337
403,872,0,337
461,873,0,337
384,874,0,338
398,875,0,338
449,876,0,338
382,877,0,339
383,878,0,339
391,879,0,339
433,880,0,339
571,881,0,339
382,882,0,340
391,883,0,340
433,884,0,340
382,885,0,341
391,886,0,341
433,887,0,341
382,888,0,342
393,889,0,342
439,890,0,342
382,891,0,343
393,892,0,343
517,893,0,343
381,894,0,344
414,895,0,344
475,896,0,344
382,897,0,345
392,898,0,345
436,899,0,345
382,900,0,346
392,901,0,346
436,902,0,346
382,903,0,347
392,904,0,347
436,905,0,347
381,906,0,348
414,907,0,348
473,908,0,348
381,909,0,349
414,910,0,349
478,911,0,349
384,912,0,350
398,913,0,350
384,914,0,351
400,915,0,351
518,916,0,351
384,917,0,352
401,918,0,352
457,919,0,352
381,920,0,353
413,921,0,353
520,922,0,353
381,923,0,354
413,924,0,354
521,925,0,354
381,926,0,355
414,927,0,355
478,928,0,355
381,929,0,356
414,930,0,356
478,931,0,356
385,932,0,357
522,933,0,357
381,934,0,358
414,935,0,358
478,936,0,358
384,937,0,359
400,938,0,359
454,939,0,359
384,940,0,360
400,941,0,360
454,942,0,360
381,943,0,361
413,944,0,361
520,945,0,361
385,946,0,362
522,947,0,362
381,948,0,363
414,949,0,363
478,950,0,363
381,951,0,364
414,952,0,364
478,953,0,364
381,954,0,365
414,955,0,365
478,956,0,365
381,957,0,366
413,958,0,366
521,959,0,366
384,960,0,367
400,961,0,367
455,962,0,367
384,963,0,368
400,964,0,368
455,965,0,368
382,966,0,369
395,967,0,369
583,968,0,369
382,969,0,370
391,970,0,370
433,971,0,370
384,972,0,371
400,973,0,371
518,974,0,371
382,975,0,372
383,976,0,372
391,977,0,372
433,978,0,372
571,979,0,372
384,980,0,373
400,981,0,373
518,982,0,373
384,983,0,374
400,984,0,374
518,985,0,374
384,986,0,375
400,987,0,375
518,988,0,375
382,989,0,376
394,990,0,376
441,991,0,376
382,992,0,377
392,993,0,377
523,994,0,377
382,995,0,378
394,996,0,378
441,997,0,378
382,998,0,379
391,999,0,379
433,1000,0,379
385,1001,0,380
403,1002,0,380
385,1003,0,381
403,1004,0,381
385,1005,0,382
403,1006,0,382
385,1007,0,383
403,1008,0,383
385,1009,0,384
403,1010,0,384
385,1011,0,385
403,1012,0,385
385,1013,0,386
404,1014,0,386
462,1015,0,386
385,1016,0,387
404,1017,0,387
462,1018,0,387
385,1019,0,388
404,1020,0,388
462,1021,0,388
385,1022,0,389
404,1023,0,389
462,1024,0,389
385,1025,0,390
403,1026,0,390
460,1027,0,390
385,1028,0,391
403,1029,0,391
460,1030,0,391
385,1031,0,392
403,1032,0,392
460,1033,0,392
385,1034,0,393
403,1035,0,393
460,1036,0,393
385,1040,0,395
403,1041,0,395
460,1042,0,395
385,1043,0,396
403,1044,0,396
460,1045,0,396
385,1046,0,397
403,1047,0,397
460,1048,0,397
385,1049,0,398
403,1050,0,398
460,1051,0,398
385,1052,0,399
403,1053,0,399
460,1054,0,399
384,1055,0,400
400,1056,0,400
524,1057,0,400
385,1058,0,401
403,1059,0,401
460,1060,0,401
385,1061,0,402
403,1062,0,402
460,1063,0,402
385,1064,0,403
403,1065,0,403
460,1066,0,403
384,1067,0,404
400,1068,0,404
524,1069,0,404
384,1070,0,405
400,1071,0,405
524,1072,0,405
384,1073,0,406
400,1074,0,406
525,1075,0,406
384,1076,0,407
400,1077,0,407
525,1078,0,407
382,1079,0,408
391,1080,0,408
433,1081,0,408
382,1082,0,409
391,1083,0,409
433,1084,0,409
382,1085,0,410
391,1086,0,410
433,1087,0,410
384,1088,0,411
400,1089,0,411
529,1090,0,411
382,1091,0,412
394,1092,0,412
442,1093,0,412
382,1094,0,413
394,1095,0,413
442,1096,0,413
384,1097,0,414
400,1098,0,414
529,1099,0,414
382,1100,0,415
391,1101,0,415
433,1102,0,415
384,1103,0,416
400,1104,0,416
529,1105,0,416
382,1106,0,417
394,1107,0,417
442,1108,0,417
382,1109,0,418
394,1110,0,418
442,1111,0,418
382,1112,0,419
394,1113,0,419
442,1114,0,419
384,1115,0,420
400,1116,0,420
531,1117,0,420
384,1118,0,421
400,1119,0,421
532,1120,0,421
384,1121,0,422
400,1122,0,422
532,1123,0,422
381,1124,0,423
408,1125,0,423
384,1126,0,424
402,1127,0,424
381,1128,0,425
408,1129,0,425
381,1130,0,426
408,1131,0,426
381,1132,0,427
408,1133,0,427
381,1134,0,428
408,1135,0,428
385,1136,0,429
403,1137,0,429
459,1138,0,429
381,1139,0,430
408,1140,0,430
385,1141,0,431
407,1142,0,431
384,1143,0,432
400,1144,0,432
533,1145,0,432
382,1146,0,433
392,1147,0,433
438,1148,0,433
384,1149,0,434
400,1150,0,434
533,1151,0,434
382,1152,0,435
383,1153,0,435
391,1154,0,435
433,1155,0,435
571,1156,0,435
382,1157,0,436
392,1158,0,436
438,1159,0,436
382,1160,0,437
392,1161,0,437
438,1162,0,437
382,1163,0,438
392,1164,0,438
438,1165,0,438
384,1166,0,439
400,1167,0,439
534,1168,0,439
382,1169,0,440
392,1170,0,440
438,1171,0,440
382,1172,0,441
391,1173,0,441
433,1174,0,441
384,1175,0,442
400,1176,0,442
534,1177,0,442
384,1178,0,443
400,1179,0,443
535,1180,0,443
382,1181,0,444
392,1182,0,444
438,1183,0,444
382,1184,0,445
392,1185,0,445
438,1186,0,445
384,1187,0,446
400,1188,0,446
535,1189,0,446
382,1190,0,447
394,1191,0,447
441,1192,0,447
382,1193,0,448
383,1194,0,448
391,1195,0,448
433,1196,0,448
571,1197,0,448
384,1198,0,449
400,1199,0,449
536,1200,0,449
382,1201,0,450
391,1202,0,450
433,1203,0,450
384,1204,0,451
400,1205,0,451
536,1206,0,451
384,1207,0,452
400,1208,0,452
536,1209,0,452
382,1210,0,453
392,1211,0,453
438,1212,0,453
382,1213,0,454
383,1214,0,454
391,1215,0,454
433,1216,0,454
571,1217,0,454
384,1218,0,455
400,1219,0,455
537,1220,0,455
382,1221,0,456
394,1222,0,456
441,1223,0,456
382,1224,0,457
391,1225,0,457
433,1226,0,457
382,1227,0,458
394,1228,0,458
441,1229,0,458
384,1230,0,459
400,1231,0,459
537,1232,0,459
384,1233,0,460
400,1234,0,460
537,1235,0,460
382,1236,0,461
391,1237,0,461
433,1238,0,461
384,1239,0,462
400,1240,0,462
537,1241,0,462
382,1242,0,463
391,1243,0,463
435,1244,0,463
382,1245,0,464
391,1246,0,464
435,1247,0,464
382,1248,0,465
391,1249,0,465
435,1250,0,465
382,1251,0,466
392,1252,0,466
436,1253,0,466
384,1254,0,467
400,1255,0,467
537,1256,0,467
381,1257,0,468
412,1258,0,468
468,1259,0,468
382,1260,0,469
383,1261,0,469
394,1262,0,469
441,1263,0,469
381,1264,0,470
412,1265,0,470
468,1266,0,470
384,1267,0,471
400,1268,0,471
530,1269,0,471
540,1270,0,471
384,1271,0,472
400,1272,0,472
530,1273,0,472
540,1274,0,472
382,1275,0,473
391,1276,0,473
434,1277,0,473
384,1278,0,474
400,1279,0,474
530,1280,0,474
540,1281,0,474
384,1282,0,475
400,1283,0,475
530,1284,0,475
540,1285,0,475
382,1286,0,476
392,1287,0,476
417,1288,0,476
384,1289,0,477
400,1290,0,477
530,1291,0,477
541,1292,0,477
384,1293,0,478
400,1294,0,478
530,1295,0,478
542,1296,0,478
384,1297,0,479
399,1298,0,479
453,1299,0,479
382,1300,0,480
393,1301,0,480
517,1302,0,480
385,1303,0,481
403,1304,0,481
459,1305,0,481
382,1306,0,482
391,1307,0,482
385,1308,0,483
522,1309,0,483
385,1310,0,484
522,1311,0,484
385,1312,0,485
522,1313,0,485
382,1314,0,486
391,1315,0,486
402,1316,0,487
402,1317,0,488
402,1318,0,489
382,1319,0,490
392,1320,0,490
437,1321,0,490
381,1322,0,491
414,1323,0,491
474,1324,0,491
382,1325,0,492
394,1326,0,492
483,1327,0,492
382,1328,0,493
394,1329,0,493
483,1330,0,493
381,1331,0,494
414,1332,0,494
477,1333,0,494
381,1334,0,495
414,1335,0,495
477,1336,0,495
381,1340,0,497
414,1341,0,497
478,1342,0,497
381,1343,0,498
414,1344,0,498
478,1345,0,498
382,1346,0,499
392,1347,0,499
436,1348,0,499
382,1349,0,500
392,1350,0,500
436,1351,0,500
382,1352,0,501
392,1353,0,501
436,1354,0,501
381,1355,0,502
414,1356,0,502
478,1357,0,502
382,1358,0,503
391,1359,0,503
433,1360,0,503
382,1361,0,504
391,1362,0,504
433,1363,0,504
381,1364,0,505
414,1365,0,505
478,1366,0,505
394,1367,0,506
442,1368,0,506
384,1369,0,507
545,1370,0,507
546,1371,0,507
382,1372,0,508
391,1373,0,508
433,1374,0,508
571,1375,0,508
384,1376,0,509
545,1377,0,509
546,1378,0,509
383,1379,0,510
396,1380,0,510
383,1381,0,511
396,1382,0,511
384,1383,0,512
545,1384,0,512
546,1385,0,512
382,1386,0,513
391,1387,0,513
433,1388,0,513
384,1389,0,514
545,1390,0,514
546,1391,0,514
384,1392,0,515
545,1393,0,515
546,1394,0,515
382,1395,0,516
395,1396,0,516
443,1397,0,516
382,1398,0,517
391,1399,0,517
433,1400,0,517
382,1401,0,518
394,1402,0,518
442,1403,0,518
384,1404,0,519
545,1405,0,519
546,1406,0,519
382,1407,0,520
391,1408,0,520
433,1409,0,520
571,1410,0,520
384,1411,0,521
545,1412,0,521
546,1413,0,521
381,1414,0,522
388,1415,0,522
384,1416,0,523
545,1417,0,523
546,1418,0,523
384,1419,0,524
545,1420,0,524
546,1421,0,524
381,1422,0,525
388,1423,0,525
381,1424,0,526
388,1425,0,526
384,1426,0,527
545,1427,0,527
546,1428,0,527
381,1429,0,528
388,1430,0,528
384,1431,0,529
545,1432,0,529
546,1433,0,529
381,1437,0,531
409,1438,0,531
384,1439,0,532
545,1440,0,532
546,1441,0,532
381,1445,0,534
388,1446,0,534
384,1447,0,535
545,1448,0,535
546,1449,0,535
381,1450,0,536
388,1451,0,536
384,1452,0,537
545,1453,0,537
546,1454,0,537
381,1455,0,538
388,1456,0,538
384,1457,0,539
545,1458,0,539
546,1459,0,539
381,1460,0,540
388,1461,0,540
384,1462,0,541
545,1463,0,541
546,1464,0,541
381,1465,0,542
388,1466,0,542
384,1467,0,543
545,1468,0,543
546,1469,0,543
384,1470,0,544
545,1471,0,544
546,1472,0,544
385,1473,0,545
403,1474,0,545
461,1475,0,545
381,1476,0,546
388,1477,0,546
385,1478,0,547
403,1479,0,547
461,1480,0,547
384,1481,0,548
545,1482,0,548
546,1483,0,548
384,1484,0,549
545,1485,0,549
547,1486,0,549
381,1487,0,550
388,1488,0,550
384,1489,0,551
545,1490,0,551
548,1491,0,551
381,1492,0,552
414,1493,0,552
476,1494,0,552
381,1495,0,553
388,1496,0,553
384,1497,0,554
400,1498,0,554
531,1499,0,554
381,1500,0,555
409,1501,0,555
384,1502,0,556
400,1503,0,556
524,1504,0,556
384,1505,0,557
545,1506,0,557
549,1507,0,557
381,1508,0,558
388,1509,0,558
384,1510,0,559
545,1511,0,559
549,1512,0,559
381,1513,0,560
388,1514,0,560
384,1515,0,561
545,1516,0,561
549,1517,0,561
384,1518,0,562
545,1519,0,562
549,1520,0,562
384,1521,0,563
545,1522,0,563
549,1523,0,563
384,1524,0,564
545,1525,0,564
549,1526,0,564
384,1527,0,565
545,1528,0,565
549,1529,0,565
381,1530,0,566
415,1531,0,566
492,1532,0,566
381,1533,0,567
388,1534,0,567
384,1535,0,568
545,1536,0,568
549,1537,0,568
381,1538,0,569
415,1539,0,569
492,1540,0,569
381,1541,0,570
415,1542,0,570
492,1543,0,570
381,1544,0,571
415,1545,0,571
492,1546,0,571
381,1547,0,572
388,1548,0,572
384,1549,0,573
545,1550,0,573
549,1551,0,573
384,1552,0,574
545,1553,0,574
549,1554,0,574
384,1555,0,575
545,1556,0,575
549,1557,0,575
384,1558,0,576
545,1559,0,576
549,1560,0,576
381,1561,0,577
415,1562,0,577
492,1563,0,577
382,1564,0,578
392,1565,0,578
437,1566,0,578
384,1567,0,579
545,1568,0,579
549,1569,0,579
382,1570,0,580
392,1571,0,580
437,1572,0,580
384,1573,0,581
545,1574,0,581
549,1575,0,581
385,1576,0,582
403,1577,0,582
459,1578,0,582
384,1579,0,583
545,1580,0,583
549,1581,0,583
413,1582,0,584
384,1583,0,585
545,1584,0,585
549,1585,0,585
413,1586,0,586
385,1587,0,587
403,1588,0,587
461,1589,0,587
382,1590,0,588
391,1591,0,588
434,1592,0,588
381,1593,0,589
415,1594,0,589
492,1595,0,589
381,1596,0,590
415,1597,0,590
490,1598,0,590
381,1599,0,591
415,1600,0,591
490,1601,0,591
381,1602,0,592
415,1603,0,592
490,1604,0,592
381,1605,0,593
413,1606,0,593
526,1607,0,593
384,1608,0,594
401,1609,0,594
457,1610,0,594
384,1611,0,595
401,1612,0,595
457,1613,0,595
384,1614,0,596
401,1615,0,596
457,1616,0,596
384,1617,0,597
402,1618,0,597
381,1619,0,598
412,1620,0,598
550,1621,0,598
381,1622,0,599
412,1623,0,599
550,1624,0,599
381,1625,0,600
412,1626,0,600
550,1627,0,600
381,1628,0,601
412,1629,0,601
550,1630,0,601
384,1631,0,602
400,1632,0,602
531,1633,0,602
385,1634,0,603
406,1635,0,603
465,1636,0,603
384,1637,0,604
400,1638,0,604
529,1639,0,604
384,1640,0,605
400,1641,0,605
529,1642,0,605
384,1643,0,606
400,1644,0,606
535,1645,0,606
384,1646,0,607
400,1647,0,607
531,1648,0,607
384,1649,0,608
400,1650,0,608
533,1651,0,608
384,1652,0,609
400,1653,0,609
533,1654,0,609
384,1655,0,610
400,1656,0,610
534,1657,0,610
384,1658,0,611
400,1659,0,611
537,1660,0,611
384,1661,0,612
400,1662,0,612
551,1663,0,612
384,1664,0,613
400,1665,0,613
551,1666,0,613
384,1667,0,614
400,1668,0,614
518,1669,0,614
384,1670,0,615
402,1671,0,615
384,1672,0,616
402,1673,0,616
385,1674,0,617
406,1675,0,617
465,1676,0,617
